ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1970.002.PfA.BeCoo,Unknown,1970,3434 Old Frederick Avenue,,Betty Cooke,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229?,Sarah M. Roach ES,Interior,Sarah M. Roach ES,Indoor,concrete,,"1970.002.PfA.BeCoo-Photo2015 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/4TQeBSj07PM7dFAanxUq0A/s0NGOWFlt31As4DfbH1xHrwB_4SQZGZSfB6VP-hzz2GOokUE24ioSDBO9kseywMAXxw7IX-3sOf_4CRODELIyg/zRtAKCY6SNzWjc9XglA1zoTEO734E2BVRCe2cuwHQjY),1970.002.PfA.BeCoo-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/yw6S6decniZCWITM2YCSfw/ygvu3FyMK6hMjwHHanGqwLjvMKGyMPtMaXFPQFZLGPNePsqXrZzWnn_geI0tYdH4nWHJQsjkMHr3lbqV2IEBQQ/GKUujKt07MQZzEGQXfQCBeiTopKDMexX7-qQq7Iqw90),1970.002.PfA.BeCoo-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/7IpLU5lNcZ1lJHDAYZWH5Q/YQW0kd8FDk_RLq5ZlpXnqoK3fcXeB3fSg1l1gELxQq_ubLu_sT4BYvtxEB6_2-hYECexbCTi6K0riUUUuXTc-w/qRkLMkTyIAuUTVQW2Fii20EEYXfo8jApPMX9yq5MpbY),1970.002.PfA.BeCoo-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/S73J7hvuQzDXzQKGI1r7pQ/q_bJ2vKn4EEp9PJV5hx90aE98sGfMe12_lfrmhy73g0EbH2FzPlkhrEgRKsUiVeBdUxIbK4MnJj2BNNzeI47oA/q0JmWBQwrYNRRjuDXtFMliRmUgl9N7p_N9DXQiYrXng)",,,,Female,,,,,,,,District 8,Saint Josephs,Allendale/Irvington/S. Hilton,1215,,,,,39.2822892,-76.6744802,12/8/2022 11:54am
1970.015.PfA.BeWel,Unknown,1970,2801 St. Lo Drive,,Betty Wells,Mosaic,deaccessioned,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Lake Clifton HS,Interior,Lake Clifton HS,Indoor,tiles,,1970.015.PfA.BeWel-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/RJBLZWEQMtgFtndwTdVdnA/yfWF-CIMMU2hG3dSo3FwIexGXGKopvV_oWOkLEioD2UTGvGT4gn8m1pZ1RqFBs2LFweEVzEQmTNMnpjnK5IIGw/RdxzIWYefxIN-Fl3-u_6d2Qxfw7FZKsuCodvLMMY8SU),,"This artwork was deaccessioned by the PAC on April 15, 2022 as part of the Lake Clifton to Morgan State University transfer.",,Female,,,,,,,,District 14,Clifton Park,Belair-Edison,3950,,,,,39.3177717,-76.586002,12/8/2022 11:54am
1970.007.PfA.JoPer,Unknown,1970,200 Font Hill Avenue,,Joel Perlman,Sculpture,,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Interior; plaza off cafeteria; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,painted steel,,,,,,Male,,,checked,,,,,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,1396,,Condition assessment (1991),"very dirty, trash, leaves collect, broken glass, surface rusting in bad condition",,39.2841666,-76.6661793,12/8/2022 11:54am
1970.010.PfA.JoRho,Unknown,1970,2801 St. Lo Drive,,John W. Rhoden,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Lake Clifton HS,Interior,Lake Clifton HS,Indoor,metal wall sculpture,,"1970.010.PfA.JoRho-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/zpuVkmIQfnurY3JlzVTr5w/bmEJ2PTaghTYgoRHBJgGs2tFbLHkP5P1_2WHBkISupRvaTUKlkKndwEPoKf_R0HBW9IBqZJivzXqw-iyXOIhdQ/xQRoHXkm-NU9SbhQZDzuXIpuNbDXovaG-d36JFzXPC0),1970.010.PfA.JoRho-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/oL7mL0LGg2JDsVWX3t1rtw/tC9sagvfM1SU6NO28-hbVp0uNzVrT-kIjP4FroT73M3H3JlTfizO9Gal_FEZzYbCTgMbYrf0eGz8d18bXm1ZgA/EnKoJmQXda-1ToFgKsjkAGdDpqzOLjUBqbvFR8BR5uI),1970.010.PfA.JoRho-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/C-GIQQXz2CR27j1YbNGAjQ/BDJ9Lah7kO9gnkA0eXfiGIICxlnvBa-Iy7PR-1AD5W9drzPWh6XDOjMbOMvvO9M2R-RXwn5PtX6NnyomC8TCOg/6WTBdOpFYIMiuKbMndIqcOuVDsg1KP8ONknfuJYzyCA),1970.010.PfA.JoRho-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/U0rg8hDdbcCQ6YbsVB6RWg/c1H0MLUrHOLH1a0MwTn-ZtMZ4Boe_tr09UGB3ucUukPpXoRP7ijlIc6D_FY7cLzTRkWqgL7QG8030GsYQUOQ0Q/074ei4BEEumybQefZ2AgIwZK-88Ep2If6ShieBhloN4),1970.010.PfA.JoRho-Photo2014.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/LpDgs1OC8kD_kerc00k9TA/N5ESWbH1d-zJVL5zafGYS6L8_GVkF7mZQW9igMZv48USYxTV6l5zHs6pvWmRT1t46XqDEclYAWLTffqWLApBWg/-J96ucbkQMZCT4uN9P_XHIC2ulDlNTUQ-4Qx_lXTm3o),1970.010.PfA.JoRho-Photo2014 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/iG8cq9hvgyw8xw-o_485JQ/tQAYhd9vt1aXaNpIibX88iC33Weqn73XInAaA2WA_IFImWTYloWpkLHe_ynKnKAmhVP7N79qunZM5ib7-ryQmw/0Huzls8oAZp_Tb8dl9GYogJ0p8X4xauXpuvHdlJNSxY),1970.010.PfA.JoRho-Photo2014 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/nEcqMXc3afRj8uYynYuCjw/EUac-hDFrs3c8mXm75ELi8Ra6qdnRFCsbmzXQb9ePcmNLqvWfKnEgZXggC_EoaXGH50yFtNOXtP0-tUeEikQvA/MunJWoBxcVk7sr1BUOp28T6uxsT4NLL6TEEv7Ev_kJQ),1970.010.PfA.JoRho-Photo2014 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/J_xUgb4YuAWPyiNrdu3aSQ/fN1jhkJtwPcy4ygOPkNt_1KEnh2h0GeaQbVpUHv8VqNiezOgKPmh4KIwLh_rUCY7ASVTETWse8_RC7Ef65c7QA/q9xlcuzz72vT8JELCfpwyHNhHT49XTGEQQ5G1aLT6xk)",,,,Male,,,,,,,,District 14,Clifton Park,Belair-Edison,6716,,,,,39.318331, -76.585972,12/8/2022 11:54am
1970.005.XXX.NoIve,Unknown,1970,200 Font Hill Avenue,,Norman Ives,,,Mayor & City Council,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Second floor lobby; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,,Male,,,,,,,,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,7662,,,,,39.2841666,-76.6661793,12/8/2022 11:54am
1970.001.PfA.OlRus,Unknown,1970,2801 St. Lo Drive,,Olin Lansing Russum Jr.,Mosaic,deaccessioned,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Lake Clifton HS,Interior,Lake Clifton HS,Indoor,ceramics,,"1970.001.PfA.JaBro-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wZUhEcWb1cLAadNb3gCSCw/cO_FdBhVZjamQHAXVDBXLN0WRIswC6430OiWo2KGXow3fHhMDkFzl9GU1jMZEwGlx7ziD5QeX7CsqL6i2tbcdg/KIBPP_Aw2Mcp2ABBU5_mNvAaSf18-ymWptzD4oUzYf4),1970.001.PfA.JaBro-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/YCbQI-ti6DDvoS0b3SIiXw/_8_ctCRVGu08nY1Q__Kva5c1rSPMOQ9gt5UMeORBnHLvSQzNewFnDF3CXfOKjjwPvzXTO8eSbi1jYL79mQFSDA/K_prCUzoVP_iH1AexIAkcpLMbhsy80nluQJLPtfLoos),1970.001.PfA.JaBro-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/zmJqpQAhC52KuxDDaBVHJg/Wt5m-YCIOWawX9DLEWM_K7F0LYEfa573RJ7WFpqE2xQgYIW1G7-naqpfhHqBw4uiAG9jWUaiwQTC6dcs5FexaA/gpNrFfKY_Gp5H0wcdR8gfdGRpKNQTvV6HQoVW-KNcTE),1970.001.PfA.JaBro-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/n8CQh5-AcYV4iCahpazdHA/fOMnRWylqXC9a3Pz09-XfbXds_O7hIeQe_PwkJ47FNztzo3Ift_9h5Nm6mP5JdtROl_YMogAwxR49Za7tC3y2A/UhsQQB6PubdvEXqJelnQ-xZ655gVWZ7ZpkeEBFdLMPE),1970.001.PfA.JaBro-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/eRy0bvj1n0vP9--XYM7YSg/RmhU89Oyox_IbRcxLHPjkaecT1PsJMnGs6V9xy7BjPHFSm8dmtY-xHhMsnu72g8n-OBV7TYKRHHvDvN7TLQ3KQ/-6ej7QoKQvaT-z_T19YkAZO8Cs7LC6zj9BZVFotUQDA),1970.001.PfA.JaBro-Photo2014.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/DlZMgszyeEO-kAqR6IR_ZQ/7yh7miTnoj_rd8t5azCrFloxJwQkUTDfvlpV_QnL8DivVn6GyXbT3QmUkMPLzyHjqmOowhWIQLgjBFfIrp1g6A/5tkVLp6m0xRPThGIPh-ODJ7rXa4z3O0ntoDUzkGgRs0)",,"This artwork was deaccessioned by the PAC on April 15, 2022 as part of the Lake Clifton to Morgan State University transfer.  It is also associated with artist, James L. Brown.",,Male,,,,,,,,District 14,Clifton Park,Belair-Edison,7765,,,,,39.318329,-76.585985,12/8/2022 11:54am
1970.008.XXX.RoRee,Unknown,1970,200 Font Hill Avenue,,Robert Reed,Sculpture,removed,,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Lobby; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,,Male,,,,,,,,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,1254,,,,,39.2841666,-76.6661793,12/8/2022 11:54am
1970.009.XXX.RoRee,Unknown,1970,200 Font Hill Avenue,,Robert Reed,Sculpture,removed,,,,,,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Second floor hallway; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Indoor,"acrylic,wood",,,,,,Male,,,,,,,,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,2888,,,,,39.2841666,-76.6661793,12/8/2022 11:54am
1970.004.XXX.ThHof,Unknown,1970,400 E. 33rd Street,,Thomas Hoffmaster,Sculpture,in storage,Mayor & City Council,Enoch Pratt Free Library,,,,,,,Baltimore,MD,21218,Waverly Branch Library,Interior,"""Waverly Branch Library, Enoch Pratt Free Library""",Indoor,welded metal sculpture,,,,,,Male,,,,,,,,District 14,Oakenshawe,Greater Charles Village/Barclay,8454,,,,,39.32860376,-76.61061275,12/8/2022 11:54am
1970.003.PfA.PiDuF,"Unknown [""The Question Mark""]",1970,2000 Edgewood Street,,Pierre du Fayette,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21216,Walbrook HS,Courtyard,Walbook HS,Outdoor,aluminum,,"1970.003.PfA.PiDuF-Photo2015 (8).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wFfcOL3HjwwW6nNvv-_Aog/lHMo6I9fQcYec_b15q_qAEn-nGEtlgR-9NqLVznPO2Sz_8mq_k6ZpggTk5uvOoaWfXTIGPZ7McIRMhT5l5666Q/yh95WG_Gc_cqn6R9kO3LixrhzVXl_5AqkpPhBgHr0yI),1970.003.PfA.PiDuF-Photo2015 (7).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/H6oa8MNrfhkkV1M_247Q3Q/IjWOe0RNOYnIodZk3jbvV1RDjRVYVSzdd3_CNnAJPXlqk_7GR_szJWW3Rl14ZCVI98P_7YnKRAihmYXSobQSZg/ugw_h6-4KqI-fmVpMm4GG-RPwmByyHtDPFGFiR0Bf4c),1970.003.PfA.PiDuF-Photo2015 (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/WHEHfgCAz_c9AsODtEt_Hw/H_zJehcO-1qVkSyXAm4zOQru1kcWT0bS7qrQA7Sga3ByHkvPWqc2A2lGwqfoGvG90oKLzTOKUCpSCxW3fgFzOg/5wg_srjhDamt8dQZxF_MHJSMroVA70CAWisrCWTHM48),1970.003.PfA.PiDuF-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/mz-WHmWSYOGXxpzK7X2_bw/aBvhtiggjdFRLRfooW5pJUDGYsxWohxWDuoXEUFBESvX2XBVSn6unXGO5ryNMsDRlLyX5PDP9hzDI8i3kL8aFQ/y1BKiBmnnNNmaE5BckmJsXGKxOxOgfrZuMsnlHj6NJE),1970.003.PfA.PiDuF-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/MCGl0zaKFqkMbUkzcYiYzw/5Ac1zOYCvG6WsQzQLSmCVE4uaVSD88Ac8uiAIfNFgf1EKF7zBSLEc1iNFPRKTX8rySjFn8JjbmFLW1dOYD45xg/GFb36_ckFKQTk-gctbfMJyfVRgKUS9sd_rJbrtOGx2Q),1970.003.PfA.PiDuF-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/0BtmIc9CKrqjfxkVrWp6bA/qQ8d_sAGlaZ987D9I815mASCfA_6gM8jO5bDUGFzs2cbQhU5rJNDxDvXWmEgx9PlaeLx7drgbR0m6S9-YOX7tQ/bRKVC2sLZWPZhVWS7Q5ChbC0h9BZlC4lKfDo6cgn20E),1970.003.PfA.PiDuF-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/0CyGMhamenc68VKW6VIIXQ/bNacwFFhzx1VjJO1xBlBh5zXi0Z0p4Ew2reRQYn1A-QjuCRuEs9C3_ZxMs53o-_uAlA2qLPBt4mil894EtYQgg/o-B8x3v0Q5I37OiFvP6VKasUJqzC03k_4Bf4zjZ74Ss)",,,19 1/2 x 5 x 2 1/2 ft.,Male,,,checked,,,,node/9357026329,District 7,Fairmont,Greater Rosemont,2337,,Condition assessment (1991),"good, cleaned summer 1991",,39.310171,-76.676545,12/8/2022 11:54am
1970.006.PfA.JoPer,Untitled,1970,200 Font Hill Avenue,,Joel Perlman,Sculpture,in place,Mayor & City Council,,,Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,The SEED School (Formerly Southwestern Sr. HS),Entrance; Now The SEED School of Maryland,The SEED School (Formerly Southwestern Sr. HS),Outdoor,painted steel,,1970.006.PfA.JoPer-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/_D1mjUtMqMxVEZDPZ051YA/b_FbrsgpTKVBJTylTKo75WbStIFpCF25AobH6IZmq_95Dzg9v1GxFGOYzwFht6xyMUZhVX98PE4yh-7VdRrBzw/HnTDnyO9Z-TU8AIl8crMnbd-gGuMhA4o7DPSdfdCN0A),,,,Male,,,checked,,,,node/10290631146,District 9,Carroll-South Hilton,Allendale/Irvington/S. Hilton,8910,,Condition assessment (1991),"extensive rust, original paint covered by black rustoleum - painted over dirt, graffiti, rust and bird guano, broken glass and trash everywhere, water collects at the base",,39.2841666,-76.6661793,12/27/2022 7:40pm
,100 Yard Dash,1969,10 Art Museum Drive,,Alexander Calder,Sculpture,in place,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,Ryda and Robert H. Levi Sculpture Garden,,Baltimore Museum of Art,Outdoor,painted steel,,,,,168 x 179 x 125 in. (426.7 x 454.7 x 317.5 cm.),Male,,,,,,,node/8761464624,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,,,,,,39.326712,-76.618184,12/8/2022 11:54am
1969.015.XXX.JaLew,An Ashanti (Ghana) Related Design,1969,2700 Seamon Avenue,,James E. Lewis,Sculpture,in place,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21225,Cherry Hill Jr. HS,Over entrance,Cherry Hill Jr. HS,Outdoor,bronze,,"1969.015.XXX.JaLew-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/nfMJykmw_gGLvBcvHNLttA/iztJzVK8O_t8dVBQgoQsWbbAweNNPZIdkLYCrSiUw-IGDNjkoMxy6-35pwcl1g50-1K_-UwS2H7GWQFqF7wihg/dAeBNH8CxO5dy-bMcIyKOoRKZiV-pGmjVwIO17Dg2xg),1969.015.XXX.JaLew-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/o06dCqHv6QzYWLgq2soIeA/gVDryImVjPRCxLdllfk1apZo_HdmTZtNCAdLfwTwXwZBL6Y1wcV1o4hx-yWzp6YEA41ETsQNhw-OApErw9p3lg/2JJ510TrRut4lG_sPGaqSXfhFPpy1FvY87qxmS9SW7c),1969.015.XXX.JaLew-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/yW6PvXh7Ks1QbYdnyXJS2w/AWQpTD9ngUrnMVQLmdBxj4HqIN7Y5NsTDs-UcU5P8UzBWMhRad-W1zROcAKpSPrx0Gf-js13cFk5onKBmdfrow/gfxtT3EnMP1U4yzCVViwj6QguQnqRGLQeegbUcTg_G0),1969.015.XXX.JaLew-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/v4W6YoHNZGE_KJvK1PV11g/I6hOgMOB1Fhy9EJvykHhTW9D-hvM-0iwHlZZXUyIAwXKcSY1Sl0MUYIqjKx6oRKOJIdE1rAIt7IS7YpU4Pz0fA/1PeRch5Iy3o7IGWqt5G2X42sYYAzmyZakGfUvqba_Sg),1969.015.XXX.JaLew-Photo2014   (9).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/5-wAUzL3LE0I4YmeJoqxdw/ETdeOsBkNNnF3nNyvcctuyr2ml2Smaj8WpD6aChX2J6F2SCQpPOE5amIF5CNT1H173xtt-SVpzJAkFq2CwRT4Q/8qdSmm1mTyDlNtg6ZVcs9dV0zP6z_i3a9hZXBAzlPfk),1969.015.XXX.JaLew-Photo2014   (8).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/xCsvSrHsPUExDfbcR8DkaA/RRBV6OKaD0QOUqrVyc6kkgWe5NW3wYHsD-yU9096lzv7XS_-Q_tLRtONbbooDXI9awgJjrLAf7Z8bnjammfRVw/8KP6vWotKpTQ1_qoWPLrIijzMKMdgFjgLqsJExJOZfQ),1969.015.XXX.JaLew-Photo2014   (7).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/SXnOMTpGn8IuQkQeKIp0jw/Zw0ktt0nM2G_50LH_bhFdurK6s6vIodhTRlc9aHZrvi0SITdfovK7TfW3QQ5gH1MSobclfaczknyHDC-1O8u7w/LK8sWFEneZZXvwjIShLYdtr3WlsUfCSVr-xZcVeOFjI),1969.015.XXX.JaLew-Photo2014   (6).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/RNYlHYw401VA388Gr-jX5g/EVUCBQ0q6nZKWuFlnCs7lB2c7E67AFmY6HFPgH4E3y4KeQAFZf0nNdkEuXOPlEOphzncdjhGnbAVcVu_20F4mQ/dHbD3DxiqIdA2Yk6gADF-9dPtR_TJaSzWffXepfYDQA),1969.015.XXX.JaLew-Photo2014   (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/lo4kFqNz13Zuto6XsZMfxg/EA3cmhPMbRkY9Gwd4m91SBKPU54Xo8xFMVY-CyD71LNaIKWNCfHUNtNsqqIphE16KYRRTSuAY7NGTTmK__cNHw/Q7ohB4jLmzCAg1RnTVPx1BHqLos-3rQnGhsqew7kcHk),1969.015.XXX.JaLew-Photo2014   (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/66i4JnRsthtmA7IU6OeEyg/Rl_jBjl3liRHe3MnB0jfEwZWTI3pNxDaY4McQR6SOQe8VNdNBRn-soREN1e10JtkHwZmqsUruCn40i4QZWzi_Q/11-Vk6BtOPi2_VY_zBviIGKGVv_4P6EDqDNI4Rg9rPE),1969.015.XXX.JaLew-Photo2014   (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/mh6hySsSya27elnnZ6uj-g/4YY3w0Cc1mL9dSccBmKR7LfOJYSmES22CaIs1tZbUpA1QgLKGaV5JwP6gfFB_4Qh92aegRxVeC-S2kG--zUFJg/1Jt81VEILFuWsmxuMw8Bcatr3p14IdzKaw_kZlIoWoc),1969.015.XXX.JaLew-Photo2014   (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/tZ8UYrxoMK00sq_A0VWYoQ/cQVTkZOsE4EQZI7BSaeGCiNBTSdWyPDJM16HLIaLwcmcimIcXKox1FutVq_XVKDTtNy3yzmKcb339mwH-5WkyQ/O1a_A_CwNeMKcFNBFDL9DBdzDA1HWKB5Q1QGSEYfKGc),1969.015.XXX.JaLew-Photo2014   (1).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/IUaiaMzIxa5P4N2bVamscg/j8QiIJMU27TiwPmJrDTBx5n_tT4YpDLEygbIDhA0QpFolsKxkwYwFuAtAqzApAxiRIpoMAN9fDW33LtM_qT7cw/6W2i4xTRM2P_dvRz_RwbRpnBhofG1n4LW1qZV5yANeU)",,,,Male,,,checked,,,,,District 10,Cherry Hill,Cherry Hill,7046,,Condition assessment (1991),"fourth from left element broken, rust around rivets, concrete stained, needs cleaning and protective coating",,39.253194, -76.621402,12/8/2022 11:54am
1969.004.PfA.AlHal,Children's Round Square,1969,30 S. Gilmore Street,,Alfredo Halegua,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21223,Steuart Hill ES,Entrance plaza,Steuart Hill ES,Outdoor,concrete,,"1969.004.PfA.AlHal-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/UH-CRWeu4Nkb21HHLA6UTQ/ZjlXWVyNO5fvC4vNaE1D0CDFSaxsLDi-hMvdoDrytrKLP9SxKKJCuDUIlHJvjqWO7Yk_6dsx2z8dPnrMr1Q4bg/0Qd49mQ17IUrnGtAY98RfFmkkl0ojrFfqv5tKOAG2FU),1969.004.PfA.AlHal-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/jRTc72X6fAZWa7VzzIlmig/Wy_DigV-STl32eKxnAdoKIihDw0TBUbqYJbfxCWP4qEmbdHj65ao_6TSc89mgLUcuBFPjCUtZVwlwp2ybdXlqA/Of_7obmhEnY6gNGM8wk9GZTW8Q-sFEWnwiUVw9MwhPY),1969.004.PfA.AlHal-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/USpgX-IH3Z5sMJy9WI39EQ/mkOK4vw_-leOgfuLVFy8aSILRyinYEiSfxM8iULEDeTZPNYggnGmv7vq4LK0hqylLaZjspIPWsEMSbH57MXovA/0t0Hb6FVI1kHKIL5lb8lbJURmEPRv9t1wAhxRhI5IxM),1969.004.PfA.AlHal-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ZIXgMNd7OobNofsSxM77vg/cbz3Ba4hQSdlxTmv6t6zCvEi2ug7zfalZHEuXrcBcJ3qSIxmFlifFpotSCHhMNv3xsYUtxgR-9icRDOnu2V2dg/rRMOPTTPgSw-eM5SLPgVP9C3G-2wdaLri5v_LsTt8Gg),1969.004.PfA.AlHal-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/IhrPu6b4KyGQVPHAVc6Whg/nhuEXAny2t7MGyMejMw_R-bcQDyFgQo5jfWRkiEVdL81F1aJZWkPZBRNYpb1TcpjsjBE1QVLazJhn6YwoEyCoA/eh8OO8oYs3xO1i-qt55rwS7FP8QhLx6DmJ6-7hrwEC0)",,,5 x 18 x 14 ft.,Male,,,checked,,,,node/9969048686,District 9,Union Square,Southwest Baltimore,9937,,Condition assessment (1991),"trash and weeds, very dirty and worn, gouges and chips evident along edges, missing mortar, soughing in the raised area of the circular element from water collection, needs cleaning and repairs",,39.2868163,-76.6428531,12/8/2022 11:54am
1969.017.XXX.AnMil,Diamond #II-III,1969,2 Hopkins Plaza,,Antoni Milkowski,Sculpture,in place,,,,,,,,,Baltimore,MD,21201,Mercantile Safe Deposit & Trust Company,"On Liberty Street side, east of Mariner Arena",,Outdoor,corten steel,two corten chevrons that form a diamond in the center,66_Milkowski A_1969.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/TTZK68nIKDTV01ZxDrp9Kw/lHGc3I7ijEgF3UmVWqdIWC19zfGswcdk2IkRf9qVbSTyKXha_dVPI760VuEBKy8K/6__Jb6sYNLZ5bznX9oi9xaqNjQE2sUJpgVuUTcEWDU8),,,196 x 160 x 48 in,Male,,"Good condition. Standard weathering.; rusting northern footings, flaking cor-ten on southern bottom edge, moss on base at lower edges where water is retained, piece is stable but needs cleaning",checked,,,,node/4929756878,District 11,Downtown,Downtown/Seton Hill,6947,,"Condition assessment (2009),Condition assessment (1991)","Good condition. Standard weathering., rusting northern footings, flaking cor-ten on southern bottom edge, moss on base at lower edges where water is retained, piece is stable but needs cleaning",,39.288603,-76.617558,12/8/2022 11:54am
