ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
1984.013.PfA.EdWil,Unknown,1984,2301 Gwynns Falls Parkway,,Edward Wilson,Sculpture,in place,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Lobby,Frederick Douglass HS,Indoor,bronze,,"1984.013.PfA.EdWil-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/QuEcHWZICZ8c0ieRThyvtg/nxLUO5uqcitR9q3s_q-3xspwVfMkxKE2S6bIVaKVbfIDe99l8vZ-9RjGWZa-ePEURMwJL-u6LZd-5IoUBKTQ8A/usfGbzqcnIS1B-0q5mk0GH9Tag6coIrmLsEF5V-g-vE),1984.013.PfA.EdWil-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/SI94gDtqJbSflcgRiM5MNQ/h5gHayfNyWmYlDu8bk-ur9ygboo7EDZ2PS8a1u_HEobWNRJdW-WhQcHCJuxRrP1E4ZAXH3WYChXH-gjzZiNj3w/N1iBCeqNBbhGRObhAgdEEolN9ol2B3rHeqeYTYcrYY4),1984.013.PfA.EdWil-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/gpXrH_aY0pzr6cyHtsf0jw/Z-1pN-wOrPJFSCwzhS0rvYUOj284OgCNRYRTS0Z3ZmL8byDJs5xtA4qeothIPrdmcv1XqJtC1CX0e4DJgj-5Cw/nS1C2Am0fhZpmqOWyun_XSLq7g5WMiUrpSORFAyGyLA),1984.013.PfA.EdWil-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/SOVdZ27FZBR3cAFZPWhVoQ/QA6cBnfrtKay5QHjeDx0fUwIeojpHtVbErk1E3p2TK0hkIDb7os5IAiuki9uiWBu0n2R6563WiI5AKDsTKkKOA/MA3XXQqlvsgfwfrgjkscwEOFN4cQNZ5ly_F5eAem68A),1984.013.PfA.EdWil-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/xFrw3ybmalCI_hp5nqRJ1A/wF5SlhazcJfUeOIObF5U4_ZgPs135aqLTkTBTWgevXbbMw1JVxQWvgaqi7r4h-ZXvEp06ZCdNODvm73NWwWM1Q/P4Ct8ztcLyXT5qm7_Nss-BRgbw9gLhgCAdutnUlQLHY)",,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,7036,,,,,39.315681672388,-76.6553743821003,12/8/2022 11:54am
1984.002.PfA.JaFlo,Unknown,1984,1300 W. 36th Street,,James Flood,,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21211,Robert Poole MS,Interior,Robert Poole MS,Indoor,collage,,"1984.002.PfA.JaFlo-Photo2015.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/YaH6aaLnHSb_dnHnhTewaw/2qOvmRB3p6rNgEvx6f2AXLmFzs-GJZUHzzS3-Ukfk2O7F-tDcf76_A2nZFzyg8UfAM9EZvzUVvD79EKwtZ-VSw/pkh3fl-NPpAqX7OyEZAFff_J7EKhFkNFuBZhnIi-e0M),1984.002.PfA.JaFlo-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/4ULaQdR7ikTITm0p8Yus1A/LnMzutKe2Dc9ZPrxmyMK5944Q81UwyQlrw69PN_MqDqZ4nBViZvZ6OQsvBMOlEIWuEXGYF-54AmRyXr6nuSOGg/ZeJvTZoHWAZDHXvy4tIDqHA1pcCD9ck5N1FBuS1nK4g),1984.002.PfA.JaFlo-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ZSHTBFU-MsZtr3hrZl8xUQ/n3ehg1o_PZagcaYlQ5qJI2uv7WADpBmM7M3GFAYMYuyHCdfd8fmkpnArzLLRzISf_6JmeUbrrNGJZsm6m8sWWg/jywgEwvnRNWkaapDjdBmu1pY3AP_aUnmgAVAK1kNrIc),1984.002.PfA.JaFlo-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/WgU4CtIuGbm5CSFeu6qVNg/IHs88-_lDuD1nTDZ43d0dULuiISnBmJx_lzVKrtFdn2pJxSMDwCUfwnlofk2UzEyNKTiSTTCOhjsD8bayIY7Sw/T5XwRIFpnFgWmgCwZQNDX18jO0-1UvIxaNObJC-kcfA),1984.002.PfA.JaFlo-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/jHMOYlXsFUXgMW8s96GGyA/dWYO9WGIndoYKBnwiJE0DfgaLPlmFwJeba3Rbv95copttvTbIHF91rPPaXZ84HS9NGosTlNmc_Lz0j3_hXUaaQ/ZcUfrwXM4LrONoreKyS_Jbrv28V1ls7qxBlv_gTDIBY),1984.002.PfA.JaFlo-Photo2014.JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/TE09gQS3QCCDD4tELv07uw/mbseB5fLbfRSYu1ZGXmFZT-YqFKZuO6s7DRAqB69IlmJH_O0TwvU-lq8Heevh7Kfov4VsGznhkr56N-X3B_vLQ/cTcZAtnqMlj5V41kfTcSkmRo40WKmhU36hhL9BLVz3g),1984.002.PfA.JaFlo-Photo2014 (31).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/mpNY0GNRdvczgeF27u1FnQ/sLn8vBqqUfwFDtda8q7NZ9wv7miWAzCPbFb3hcFmPWSFb6mUb_nyyIabkXmBQN6ooL3O_lZXXGD6L1jDbKMD4g/Lwjd-g-MUmvU-pDMvdTpTlxU5r2wkVjo6rTm1K474Ls),1984.002.PfA.JaFlo-Photo2014 (30).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/bu23yIvuEjDdgXzlgAOY1Q/FOLep_k18KByr2jwAyXdT-nCVYwx8S6txgO99JYsJr4YpZGBwyqckqzFIbwMbW0Fahb235NvXC6xjaauCojAZA/Sb1jUsMWPNB6MHor2qwFqW-q_vCKtvAlw5fK2qmspdU),1984.002.PfA.JaFlo-Photo2014 (29).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/NASWRB5ThNkEHmU1nZYEqQ/eyobZC2EM4i942Tq2_CIMTJt-_QQJV3ZbLjMxai0BjIDxcqQitetgVq9TZaw0M65Dad8MIq0sgzlsUH89o4Frg/wSGKg67wdWAOOuk_FcwELcARv-F6oZtPUiw-q4sJU10),1984.002.PfA.JaFlo-Photo2014 (28).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/H7PlJqih6FOTpi2qcqSTqA/--zvCy4VbwWe0gK2Ts87LpU53lkzOawyb84zE9Fzi35aNMo-jv6HsSZmGEWZ_Rnhzj4PWA-KraaHplgaeWTerw/dJ_YrmrGLXPqka94_rKBwVOQP3iE593E_4kFhR8Fivo),1984.002.PfA.JaFlo-Photo2014 (27).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ci37qzX59VBPWj0ZkiYRjQ/i8_mzG9jM5p8DfnAM3FuoFz4Y8WlBaGuESj-l8mxweVlsaE8cLYPaApog6SnlqZtWOf6qSllKac2O6D5_l6BPw/1SfLW2VzQYgRqewpMQJ-sTI6djc38tHG89HmSeygasQ),1984.002.PfA.JaFlo-Photo2014 (26).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Jg0ofaqIUFKTfT-FZxno7g/mOYuqY74byFnVf5VAv3ZM-GToci2-LzYedZogMoHp7seYDZpS8K8Z7_dNyBikoRa7_6KbxBqh2Ytl-2fa594SA/w-VdWVh4wJROnJzDUZwsMls6t3p4NGymkVBD6kNqzw0),1984.002.PfA.JaFlo-Photo2014 (25).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/fb97wugHCUf7_GqpOEFXVw/eR2HeF8_J2uK1-FMPJ5C6QQ4QOLt4nDVqv8CB3ndobWaA7oD2GlfFlldJeUuG4lvRtYNfpJBsMMJ8DLUvKnfIw/q6-Q7MYEAdwA8XbmmWOxHyvL4lesweN_xoG5h510PJ0),1984.002.PfA.JaFlo-Photo2014 (24).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/RME72Hxam3wq3d_flZfwJg/PNZlle3-ERNIF8XwpcD-rOdoq36KKHIDL-Rm7tijzDr0D5c0-I56EumAs4lucXY-tg36VUvGgWz9X4-pbCBoTw/F4pt-lyDX1zkqko_AOBnDMpXugq1_ZnKpDxir0Kt7Ps),1984.002.PfA.JaFlo-Photo2014 (23).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/8Ha09lWmk9MkLTc53R1qQQ/OIzamr26Hp7QLSUMUyfPHqrlRnpLqH7RUlCYOCGT-pANQSfUCNzK1rxkh2EDS1n3cAX_AUfDaXZA-HW_T7y4zQ/A30TSLAh4VKOYXjHoBy7sgW1ifviZZatP9y4R5iB79M),1984.002.PfA.JaFlo-Photo2014 (22).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/vC_WN-nO-OzPdYpKbMvhOw/zg-QcK1h9FRDgU_x7W3Se8Qwqs4qK1lfb_JJv0WhSwDUXBCIMTSeBbICq5YT7_54REG4Nz7CR7tX00NP9qILbw/CFeGSKOgexdX1cdgbJcB-sU_m_uQUrjAA5oaL2Ce53E),1984.002.PfA.JaFlo-Photo2014 (21).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/7HhMWeHH26TtvJ-EEUeJLA/_-51j6_Q2C2cDBsdIQeTtlLHA5Wm8Fmsy4nY49k2iAJb_CaR3-1tR_cznX4Hu7pscnm0qqOvKMKKGWWjJjsszA/lVupAiNZ5R8qkkm_B5ml7oi1N9yvOPAVs0ZRi1d1888),1984.002.PfA.JaFlo-Photo2014 (20).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/cEgPxaGXIWE3qoypk4E41w/ztTL7D85h2qgiNcsSXxOk6oXALM25uaOZ1sMSkihHyKfKG4LS2i9LTwjQW2svOxZ_prZiNqmVf_Ur9KhYxdVTA/7UpyqbJfGfkH5ezY8eapM-myjGuOq-GIZFBCmSasM1w),1984.002.PfA.JaFlo-Photo2014 (19).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/EbipUe7d9bTFPTbpJabXag/U-olsqdLUtbbby07aTwmgrWioZhrjWsXI-QjzhkDPPDycJZWJ4-oBu_NzM2YGSnYuiyqauVk23lacKwj0QCs9w/1nhX2rwwMF-hZPvloCP7EWGaIjHZ6IK7H4vJfC0WI9A),1984.002.PfA.JaFlo-Photo2014 (18).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/sAnfg5BbRAujN4XxlgIzPA/CO7Miipr24CBgFcd1_1gTn6cZp2ua91rrYkE9t-Naq1M1fMTdxWToPy38o56E_lBy85zmXHPDnBPzXqk18x3Lg/i0yqGYwLKF8r8NUndTAUhvPSa5j9NzwrBVIJJ0bXxuc),1984.002.PfA.JaFlo-Photo2014 (17).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/XB_Kyw7t9f0wXbZESiTwWg/IATtiVUeg7TEtV9ddHfkEoKlxsAJjeCGUUzCrKrykyaZ4Urv459rvk-OZHAZP_tdyVzVjIM8-xZtBN9fMYRLWQ/S3B0MsPW3RAsCGfGK_hiifdFtMN_AqgH7tGCJ6DAAkk),1984.002.PfA.JaFlo-Photo2014 (16).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/kprwKqSbpAflxuBZFvXryg/XaCL_K759GitqUjj6eLgFrBPuGIgUStKDGUSYFdipyFNbIUviVK55_yV4cIPo83T9ToWyeCK8UMSJobzORFCag/H6jyl33SUPa999THyHMw1zd7jhporoJMFqNdGDUTp7U),1984.002.PfA.JaFlo-Photo2014 (15).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/-x3jbuu_pWngh0F3nhYlDw/6CqhoIcvS3qq9qD3OZTLs-Pve8PeLKcyJBjkOfPb04ugTRhDFbOutRuf3kddSb29Kl3cHZl5yVLYanhn-NheQA/DowVdau3yQwSl2ecYzpLyK_vkGWISSubaeh6qyhIuKI),1984.002.PfA.JaFlo-Photo2014 (14).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/hgV9-nZhVm_2sLgbSzxpGA/AGobstSYKtGjWuQeqKWoImeMxlNIblOWUa_2-2F9W-WDj9_mBnKGJAzUHhBXgb3X7AH2y0pslmlVBYiuaP09lw/rhj6ryiZ2ACukxtIPcMwp0pT6Rd6KTPsjjEmE2iz0_Y),1984.002.PfA.JaFlo-Photo2014 (13).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/t9l-5yZo7VnyHRIw8VUQBg/jT2VDVPCTYs5Hs2565W1RLx1uvpYe_yB-s3v8XQ1y2LzcMr0SBR3Ks1wGbfXYDO4Yc6V3OJ3Y8Lmj6UwQpQVrA/UKCa6SXdd9y_HBf2dln0OU1IFTWr7tanELulHhk8XEk),1984.002.PfA.JaFlo-Photo2014 (12).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/CHoyZHCidIIyAveWME5QyQ/ISSIsJbsogPNxA99-UQZFFDoChkhZKK8F-TXdkrfDtCqRr-gY1SNVlNilXtYKj66K_4BacANigXk7XMUK78bmw/l6vgxx1NR9oVrLRUne4fo9srXlp1H30SmYNjVnACB-g),1984.002.PfA.JaFlo-Photo2014 (11).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/09OLwazMT9Xco4Ep4udxIw/3pPewkUW_p8T6VFI6YXHifxt-PKDYv2-JiFADHApwD0nOCyzfjSFNLGtPxyWM-1rD93kL3_-H5YtlSgaqbfsaw/Ks5rf9tvQlO8xIuZG_XRKbhPWpWTyG5jcXyBpR1B4aM),1984.002.PfA.JaFlo-Photo2014 (10).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/ARTuxCd-3W3J-ZiJWihanA/furePhiMBD7BwjtvN4sFg5-O6gUIg0jB7T65eH4LerVilLeWgWV0EO4W7pOBYJuIlGpDKPh_InCcy9douezB6w/f-YjzsI7SC6EDTqUypw6YCAO66--0kdA16XBgPBFvxQ),1984.002.PfA.JaFlo-Photo2014 (9).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wjxbgW7H5c9EZbWsCf-AbA/48EO-ju9cdGgrt9euhm2NolNkG-cHHzA9HHtYTu7Sd4hctD-2Tn2qU5ILPIho8qOCkIaBGg8R2V0vC8SMrXMfA/c6CewDljP3EM-l8inV1dbzln20ISTqWk3rFPWTyHqD0),1984.002.PfA.JaFlo-Photo2014 (8).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/85c3x9YklZcRnUD00NroRw/hnl-2rDBhvPPsp75yD8ZdIJ84yFYHuJwmp2MHTqauCvp5pvjFe1sDy4zHz72VhpU1GC_20N_oMEDaxGR8cGagQ/EwbG-S_VLs6GFv_xxrm8CV-BKxAe9yZry5t541saWrY),1984.002.PfA.JaFlo-Photo2014 (7).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/SZSofQKa00fyvV3SDBTf8Q/iN8no5tASTH-pLSmfrhrsWhLhLoewDYAZYinZoemel29wlruLpGAl7DCbO__V4YpZQWfSEq39KA3bbufRYJsOg/0305a4sjvDewhQY1cRgV37lPumDw-aEQsq4H1Cc3Fa4),1984.002.PfA.JaFlo-Photo2014 (6).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/HvNOKskUPyQ6kXZBL0Grcw/18fpWDcuqiIgHLIAbpcgQcynecz7WW5AaAHuAp_rzgJTEIG4E-Odw3yulDvA-ISSJyZMPy_ywfSWiBYjJkRxLw/-N3jXS98Bvhew5ru6kCz-uNfiubNrd7POso_5_cGueE),1984.002.PfA.JaFlo-Photo2014 (5).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/YqBYM2Qws-EMjKGC7Q3TYg/zP6VgficVChrpfFb6NSCjIC62SKJTgtxfUag-697o3X4LxlrqXkbIJcV-1aCwiOYcoehvJulXXonD_BHy62ryA/Kb8pLhiXYoRyIKSU0aacko30DWVsfy6fig9P9qv025Y),1984.002.PfA.JaFlo-Photo2014 (4).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/L7VSBndiAcdGrd0RaCSBxw/rUTDILy8lVgBxugfaGr-Rp7muDNAz3cRtcBhc2OLG7BKgMxWK4fRg8f5tm-aA9CWTghr-vt4D8NXZ5t3LxMdhQ/-jZNq_p1g2Kb4trWZvbhlGG2XSPVigAgngBxW-A1DJE),1984.002.PfA.JaFlo-Photo2014 (3).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/6i6_yPzff10i6PdTsMCyPA/v77X1Yym-75pSzXltsjKA6oy5bq9Zr16WQLsWgPYjoW8KrCbc5Dlj0TpbRHP4INfbDru32Cjot5Q94S0T6A4CQ/Q5iUuaP6RfCnqw51lqZgcy6QMMwwwTDYblomnUuDz0M),1984.002.PfA.JaFlo-Photo2014 (2).JPG (https://v5.airtableusercontent.com/v1/13/13/1672221600000/BlZdep2WrJly2v9t7VsJwA/NjKHHVVieyVed3HlCdaVSdh9A5XBVZjMmswhoE8huFL6KrJbqJspY51K25PCi9d22NUNm5cU8Evih2iACU3VHg/kz57NH3s1CpiQ9t09SjRFa1zjLCssvut8Z0tl6CedlI)",,,,Male,,,,,,,,District 7,Hampden,Medfield/Hampden/Woodberry/Remington,9106,,,,,39.3303586079062,-76.6375138465984,12/8/2022 11:54am
1984.012.PfA.LaHur,Unknown,1984,2301 Gwynns Falls Parkway,,Lawrence Hurst,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Interior; ceremonial lobby,Frederick Douglass HS,Indoor,oil on canvas,,,,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,5714,,,,,39.315681672388,-76.6553743821003,12/8/2022 11:54am
1984.011.PfA.LaHur,Unknown,1984,2301 Gwynns Falls Parkway,,Lawrence Hurst,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,2/1/1984,,Baltimore,MD,21217,Frederick Douglass HS,Interior; ceremonial lobby,Frederick Douglass HS,Indoor,oil/masonite,,,,,,Male,,,,,,,,District 7,Mondawmin,Greater Mondawmin,8584,,,,,39.315681672388,-76.6553743821003,12/8/2022 11:54am
1984.004.XXX.SaIto,Yuai,1984,,Missing,Saburo Ito,Memorial,in place,,,,,,,6/14/1984,,Baltimore,MD,21230,Inner Harbor,"southside, east of Science Center",,Outdoor,stone,"stone column and plaque from Baltimore's sister city, Kawasaki, Japan","752c_Ito S_1984.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/FkVgvgeGa13hKFIrO_LjiQ/gd2_c2t3FSjgzo9Zzz98BW3OsvPbXyGkA-dyec0pBjdGq5RNISq0DSxBG0aP45y5/Al48xGXvrBGXrpe4Pd8-BCyaEEdh5IF5o1SKSi6qtEA),752b_Ito S_1984.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/1YBBMZjwgPHQa0KfOB33AQ/-yR11i-x-kJuCVW_Dm7OMJZF9Y-p5cuA3luTirbcEVZ38CSKSsTa55fgzQk5Z3U6/d_xVXr8VhJXa2gf3W0ZQqtrYepsBo-0wu-quNFw4TfI),752a_Ito S_1984.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Mb_EIVs4DaDOgl5l-OyacQ/dGWnZSkkHrAySq6jbNwNvsypBfHYhdJ53XZ682u8xouZ-Mju7rnV4f6V48wjlTyj/Wszw2CPx1xU_LCqy6ZUbFFpQODkeTYAY18bWTGzjQlU),752_Ito S_ 1984.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/wo8gWJSaNY84GOXGZswLyg/HDLKwu2zf2ZHTOXo50TFYJg1cg3Rc6rJEdSVvvL25cmvZ4wZFuLTqpzoGdVMpZT9/BPo65Tf557zrLNArHU3oVK5SdrCxuNyhkr8YE1imwb8)",,Excellent Condition,,,,,checked,,,,way/265135365,District 11,Inner Harbor,Inner Harbor/Federal Hill,2937,,Condition assessment (2009),"needs light cleaning, neatening raking of surrounding stones",,39.281622,-76.611057,12/8/2022 11:54am
25,Archetype,1983,2307 Liberty Heights Avenue,,R. Thomas Gregory,Mural,,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,,,Baltimore,MD,21215,Mondawmin Station (Metro),Liberty Heights / Reisterstown,,Indoor,photographic emulsion,,METRO%2BBALTO%2BARTISTS%2BArchetype-RTGregory.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/URbA8hj2p-TOr56VwrqH_A/dUpwmWP67lAPUHq2-1QhzwjFzLLO63RX5Nech73zx9bNpmWGydn9smedCMOwOruJwPPMZC8urKClZVWc4MmRyUMcqRXu0Dmoyc64nzlz7g_yWaEqqpo0xM7Uq15c7KDwpGT4AeaExMFCgaU80voHNA/aO4vdch2PSUYivE28Z3trat32JyaKJqziyJQzWxL0TU),,,,Male,,,,,,,,District 7,Burleith-Leighton,Greater Mondawmin,3349,,,,,39.3200033,-76.660181,12/8/2022 11:54am
1983.010.XXX.BeBuf,Bactrian Camel,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175411077,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,3440,,,,,39.331482,-76.621037,12/8/2022 11:54am
35,Baltimore Uproar,1983,1850 Pennsylvania Avenue,,Romeare Bearden,Mosaic,in place,State of Maryland,Maryland Transit Administration,Maryland Transit Administration,Metro Station Artwork,,,12/15/1982,,Baltimore,MD,21217,Upton Station (Metro),Inside Upton Metro Station,,Indoor,ceramic tile,,"METRO BALTO ARTISTS BaltUproar-RBearden.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Ts1unjhDMIxf6E8_UJsETw/3mD76VOMAbY6SjgZjEtvmGL72Hjj6Tyr0JujUPZat6GCcugOTW6NIshcurO9R6C37C1pk0mDItUT1y9CsW6hLFZS8AgF8yOEpEkwWXP6ukObCYDkpaYVptJ34vuRIHlu/qf5M5c_tgBRemLr4s4nfkYZs0FfOG4CodDd16dmNK3U),Romare%2BBearden%2Bfor%2BFacebook.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/Rn3Gifrobfzxn5QIbfKTRQ/dbCDjtMXYgIimG3e8W9H__zrbcoeUObeY5tcS6vq-J0H8rqk12oV2GRl8FnQ8ZUplqPrGgy6Z-Xv1ZTSOu6vwuO7G9e6XV7RmduO8DmQTtbySTXAUYqO5ohVTLA-Jusc/zthfZRct-Q24Nn0XYk5QBzLNtFSMVx12Vm0xs_DHLig)",Billie Holiday,"The celebrated African American artist Romare Bearden’s most famous mosaic, “Baltimore Uproar,” adorns the interior of the Upton Metro Station. The mosaic features a jazz group composed of Baltimore native Billie Holiday and six instrumentalists, setting the tone for Baltimore’s once-famous musical venues. At over 46 feet long and 14 feet high, the Venetian glass mosaic was unveiled on December 15, 1982.",14' H x 46' W,Male,,,,,,,,District 11,Upton,Upton/Druid Heights,5756,,,,,39.304129863886004,-76.63526510826865,12/8/2022 11:54am
1983.011.XXX.BeBuf,Bear and Cubs,1983,3400 N. Charles Street,,Beniamino Bufano,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,21218,Bufano Sculpture Garden,,"""Johns Hopkins University, Homewood Campus""",Outdoor,,,,,,,Male,,,,,,,node/9175414726,District 14,Johns Hopkins Homewood,Greater Charles Village/Barclay,8681,,,,,39.331656,-76.620593,12/8/2022 11:54am
1983.005.XXX.JaRei,Billie Holiday,1983,1400 Pennsylvania Avenue,,James Earl Reid,"Monument,Sculpture",in place,Mayor & City Council,City of Baltimore,Commission for Historical and Architectural Preservation (CHAP),Historic Monuments (CHAP),,,,,Baltimore,MD,21217,Pennsylvania & Lafayette Park,Center of park at corner of Pennsylvania and Lafayette,,Outdoor,bronze,,"15g_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/_iK4lwzJ5pw5jlyXGWQaNQ/wVQwrCcSdDzRB-3AusevuDr0EEs6CsPwWlhIDI_0BRNN8z3LfzA7C-4gcrA5F64m/tk9vUYNBHcwlHnczdtx8M0MZKjvWs0ywo_BHb11USbg),15f_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/H4DfDx61Kz30xpru7ZM91g/Ma5G23DLYN6gNdAzMPl9pAygexgSz0OTYKC4cxhB_dhy_6slRf5NgAkA4XOckEVh/YVsfAr6raomMwvvm7bDHd5oY5GB21RsLWhDkCGWanIs),15e_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/UfgXAdj9D56cDsd3ps3IKg/JJIN2EDfJwj3ni2oZmD9XMNPxrrkYwqYNbdcEsnlfGDB7PC7NGyDsO70Leh4ckLG/qgrIyE8uY4MjCsvHh_c505aYbSWR9V-jXcXPrGAb7DU),15d_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/542xgUofim3fE5exEYF6BA/F3DgqkmOrnt_IrPKZaT0cjNyfXInlRETkCGYHolIZ1XH7XKox2IurGct4llQj5NA/iJHfq003g93vrkmcFmiVNas67aFZm-rol8gdBF4Z6hw),15c_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/N4C3vDOMWafJ86gTEe5zzA/nkGX1JuoSr9KGkZV-Uaj79GaJFv-e90_NYRLDON0uCqAYwDdZgCtH0FYf60vGfnW/HyYigsx4HCC0Yr7jQzdYRVzPvxUGRestMMb4LtNxB88),15b_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/nXyxa6A-kaHPKAXJsHwLjA/vSB5cyG2dFIdsYhxmA2FKCd-z6vlYmZfgMhS-ALVKj7iy_lUJVX0zGUfnWubLriH/iSyFBTLS6IrFxFkQRSpdbYuQm1Ss3Q8I8cmSx3FXgW8),15a_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/91IYfzXkbkWvyJJnWEhXqQ/teAuBk_E1rXBqRRuthjUac9I0CM0ltwtw2xhlo6oNMEHKv5Wb0WfCVu6wlr5audk/E9Ox2r3AVH-kQxkUuMGCt3mAybjM8skUwSyXqUW3y_Y),15_Reid J_1983.jpg (https://v5.airtableusercontent.com/v1/13/13/1672221600000/SnMDLxaaytM5zkG0lbva6Q/SBgAuP6l6cGvdblz1SdUUst0_rx1Dy0-Bre3n-p7Pj8fj7GhfSGfj7o7-r-mWMhy/6QnXMwfZ0xfPBQN3NIByVdp70hxrmWqjEyJR2iHb7lA)",Billie Holiday,,8 ft. 6 in. x 3 ft. 6 in. x 33 in,Male,,,checked,,,,node/3492315593,District 11,Upton,Upton/Druid Heights,7768,,Condition assessment (1991),"very dirty with graffiti on skirt and base, wax breaking down, gouges on all edges, concrete base in 'dreadful shape,' massive amounts of bird guano on head, entire surface is pitted and differential corrosion is occuring, rust is leeching out of the bronze over the entire surface",,39.301176,-76.632029,12/8/2022 11:54am
