ID,Title of Artwork,Year,Street Address,Address Data,Latitude,Longitude,Location Name,Related Property,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Description,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Modified
1969.019.XXX.EdSaf,Unknown,1969,4501 Farring Court,,39.2251199,-76.5996596,Farring-Baybrook Recreation Center,Farring-Baybrook Recreation Center,Edward Safell,Mural,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Brooklyn,MD,21225,Interior,Indoor,mural,,,,,,Male,,,,,,,,10,Brooklyn,Brooklyn/Curtis Bay/Hawkins Pt,7890,,,,,5/15/2019 4:05pm
1969.020.PfA.PeVan,Untitled,1969,1251 Light Street,,39.2749075,-76.613976,Light St. Library,Light Street Library,Peter van Rossum,Brick striation ,,Mayor & City Council,Enoch Pratt Free Library,,,,,,,Baltimore,MD,21230,Exterior,Outdoor,brick sculptured wall,,,,,,Male,,,checked,,,,,11,Federal Hill,Inner Harbor/Federal Hill,9696,,Condition assessment (1991),Paint and tar damage/ gouges on lower edges/ very dirty,,5/15/2019 4:11pm
1969.003.XXX.StEdm,Untitled,1969,1501 W. Mount Royal Avenue,,39.30993204977892,-76.62279494916847,Maryland Institute College of Art,Maryland Institute College of Art,Stan Edmister,Sculpture,,Private Property,,Maryland Institute College of Art,,,,,,Baltimore,MD,21217,Located behind MICA Health Centre building; previously located on lawn of Old Train Station Bulding,Outdoor,steel,,,,,,Male,,,checked,,,,,11,Bolton Hill,Midtown,9387,,Condition assessment (1991),good (maintained by the artist and MICA),,8/1/2021 10:20pm
1969.024.XXX.StEdm,Untitled,1969,Hollins Ferry Playground,,39.240729999999985,-76.67995000000002,Hollins Ferry Playground,,Stan Edmister,,,,,,,,,,,Baltimore,MD,21227,,,,,,,,,Male,,,checked,,,,,,,,4010,,,,,
1969.005.PfA.AlHal,"Untitled [""Turning Point""]",1969,2000 Edgewood Street,,39.310145, -76.676560,Walbrook HS,Walbook HS,Alfredo Halegua,Sculpture,in place,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21216,Courtyard,Outdoor,aluminum,,"1969.005.PfA.AlHal-Photo2016.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/9wRlXvevSL57CaORh3oz9Q/Yzpsc2oIoamxYMZkSkdHNan89RK9DquKtSXsXfqKRtkTDT0Xg1OHnu4kaFvQxHjPq1TLR4Jf9-7wIoMEVVbw4g/Wa9UPQSIexzf-9Q7i8I-314CrtiD0mEivxQ_j6aiTOE),1969.005.PfA.AlHal-Photo2016 (6).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/n-DvAMZ4jo3IA4nurvHGkg/FyKCuEKNjtprhwE2pW6HlgRJIQRevXlFpJcfYqBI-x1A3DAWh7WmcznQyJhKeQjtZRYj_MCi_M-cQMm4rOsuOw/1AJ4D-Ms5SuWg3wRhaUJLxK1MMjgwBDSkgv1kYzMKBc),1969.005.PfA.AlHal-Photo2016 (5).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Q1IhHllj5FpWcng780dlsg/YBfoJcMoSZLiXXWYHb268BpNWqhjt6Q2RGhoDf_VOPcgsp_2FbyIr9cKSZkvu1kh4drqLspHANemjYSLFyVcvw/saAzlnWJce3fx5ODPbwoyu3LOtG4jk8pBpbt2hMXDWg),1969.005.PfA.AlHal-Photo2016 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/s0_Rjuze33uGC5Y4L0cixA/TGbd2KPtTPhzTw7p6lrYJNnftJ1BL0erysuF7jd27NoR_nRcFQgzYCVG03pH8v7mVFW8uweLaShcVoC4BrN4EQ/WbJAoyq3FSDgc8y9UFFkc3nt2Ik1kppRvVJWTPosCK8),1969.005.PfA.AlHal-Photo2016 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/nN8lSLuwsrNHaLyq0AOlDA/a7nwwTnL9_y3a-kuy4yisuY3YwmMCFho_aU0xBskIUES24cUxLyFm3wNdhHouYsITKm4RJkCWS4jYPQ7UfHxdw/U7K2VeczfRVJXU6zudCNeVh7fNxGVrZEJ8WL75KC-i0),1969.005.PfA.AlHal-Photo2016 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/PEeADC1kuf08BA503GRjmA/e_mO05oWsNcQ3mqd6HAIKAgtcDhea6gSri21GxeS1miUFD9rx72v-ZukAm8DlHpevEPYkzlL65Pnnlr3lMje1w/VV05xJlFhRWdvE28Q423lbE7UvkS6iPi4k-q3x9i1pg)",,,16 ft. x 34 ft. 8 in. x 96 in.,Male,,,checked,,,,node/9357026328,7,Fairmont,Greater Rosemont,8633,,Condition assessment (1991),"trash around the piece, minor graffiti, water and dirt collecting in base, dirt lines visable after rain, maintenance by Tatti in 1990-91",,8/22/2022 8:11pm
1969.008.PfA.HaHil,Winged Victory,1969,7300 Moyer Avenue,,39.366830,-76.541138,Woodholme ES,Woodholme ES,Harry Hilson,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21214,Courtyard center,Outdoor,fiberglass,,"1969.008.PfA.HaHil-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ejLZNQs-dnBRJGXGc4uOsQ/qeT06_Axg3YDpeQpSxGQnfq5_pyzMMduWNuJFFqPlg69oXGVSoQJtJDNGI40ZbCpPZnfgQclsTl2Uv7BY3pRkA/gY_7KzL5jdKzLtW9nt_e2D87b38MqF73apFXnzCvAfQ),1969.008.PfA.HaHil-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/IBmb9hAnzm161K6hiEc3BA/znIqLFYNWNNyfiXzSPqXEvBhChsZbch_eEqmD6ROou6kaXX5N1tt-5-Br4kcXHWeN2QqKU64_uItoaWklh8SBQ/XxwI6UWMy6z7VZIKFNv1HXPTPif26Gsb9-843WmNmOk),1969.008.PfA.HaHil-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/WWFuxXvyeJBATby3hVYVmw/JI2FzqVW0kH_QO8ri0AS1c9pZKE4_EpMhpGBVhhws37E2nhvGZyCgRLAIbxE84THfhyqcnpPjYRuThlHVtXNCg/qfLXhpHF4D9vKfTdN-MSBHyxegQAdxkdlMDok5f1ZLs),1969.008.PfA.HaHil-Photo2014.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/t_WBcBhOKRfleG8vw8hWqQ/K42Pix9erRpNDW8acnqwryM-O2_LgQJIgBF1-ALNTDgBFBDHUB9Cl8tgWHfR7pMAJ7_9bX_mTp8CmyqhLClN9A/Af8EbcagwvI6FZLxheSKvj_eJ0GDaqI5V1_V3_Q7-uU),1969.008.PfA.HaHil-Photo2014 (7).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/t-ActSNyPFxlf1ijSPBRIQ/cx-nYy64uQ0N7nfrtoNOsVVxDlKYqk_iVNwEI_G_xAoe7pLJWkVlOemMaQ4aJkTQ7sRFYCT8dNGjDesiwGswVw/MR76uZ5KhyCP3mI6EvlAwYYS2c_AyEu_7wq3lS5bolk),1969.008.PfA.HaHil-Photo2014 (6).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/7zGELmNzQ8nZrz4xePXbyA/5CkS6hpjWPZo5wmcW0j9w4cKpbE40_TW0kQknwDCfKBTS-lhUSOgdSmYuQKfL9MpLd3nxlJN2Hdudl0IqiK9xQ/SylL8xjq0Q-loFu6SgK1mpe5sGFwanAnYIbYRRR3Iyk),1969.008.PfA.HaHil-Photo2014 (5).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/MXKcqqrSpeMtKsbHW-wukQ/xVt2SDzLGcRiyiw72mJL7FhfdOyYTi1shGTbR2I0FvWc56d6vG_p8BDqeo-swx8PLQpB2r4Dp5vv_Tb653H1qg/kG-PjKDZFzfz8_3UJeJns9XGCviG3KCQsevAvzYQaQ0),1969.008.PfA.HaHil-Photo2014 (4).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/MQfoSXuAImvw1pK11A6HMg/-_112Q6mRaOrWDocTaUn5mEBr6yuFeJ5Eny4EDb7jTuqTK8p2j3eqpxlPslpix4c_9rvsB4nQi7DOb9q5aDGaQ/j7T-np47I-uRodEObwmbTmfV7EC1Ot3IpPOMPuxB3DM),1969.008.PfA.HaHil-Photo2014 (3).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/b_e_fc4KLN0UWah1j1SLKQ/Nd_TxbYjTn_zI2rKlzRHjONktIRwDd9ZVvW14pjmqXHSTjPTHTJk7osFQ0R9jn90h6-NEC4Ybgj8EEE8mNm1_A/YaJERQRzYZTcWzaoJAHD5EobUNxtw1IFBspdoyPvvpw),1969.008.PfA.HaHil-Photo2014 (2).JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/--qRH9ZrgUlcm22kn4-WxA/e6WQhjPelRLeMzYhTF4xC68c9T6xPBxMLCxbtcJ1iSq4juyg9Ti-qti_7rjIIAK-6WkDVoegE8ayuP0PY-jvQA/jsV-CFtSmDxuXksY9faQdxneaaolqsfWMS8hRhRT414)",,,,Male,,,checked,,,,node/9358208327,3,North Harford Road,Harford/Echodale,9206,,Condition assessment (1991),"beyond conservation or maintenance, shrubs covering completely, unable to assess",,10/2/2022 11:31am
,Apocalypse,1968,,,,,"Levering Hall, Johns Hopkins University ","""Johns Hopkins University, Homewood Campus""",Robert Hieronimus,Mural,in place,,,,,,,,,Baltimore,MD,,,Indoor,,Levering Hall,,,,,Male,,,,,,,,,,,,,,,,9/22/2022 9:15pm
1968.014.XXX.TyStr,giraffe,1968,2921 Stranden Road,,39.2543575,-76.6442196,Lakeland ES,Lakeland ES,Tylden Westcott Streett,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21230,exterior,Outdoor,stainless steel,,,,,,Male,,,,,,,,10,Lakeland,Westport/Mt Winans/Lakeland,2940,,,,,5/15/2019 4:32pm
1968.005.XXX.PiDuF,Mr. Sun and Mr. Moon,1968,5301 Erdman Avenue,,39.302999,-76.554330,Claremont School,Claremont School,Pierre du Fayette,Sculpture,,,,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21205,Wall west of entrance,Outdoor,"concrete,rubber",,"1968.005.XXX.PiDuF-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/yLFUn4bwZdmTyemofHb7Pg/45QMv1EnPQCiIW2y3HmncLFxweSwyGVQYWsUzatmc6WlAYcnAGv6wNQGS-7duo4hUs8So72Vtzt3rtu6E8LvdQ/u6FK66HJspwr5Rzxg63kWxKtqbPB3BE5rWAHcrFweAI),1968.005.XXX.PiDuF-Photo2015 (6).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/SRmDbvvyuvp9vR8UPLoK2A/MbWfGQX8DTdb8UaAxcrn-R2VnzWLYU-wgue_xy5w7niMPygJuz81dgT9m25QvuzY3tuw0PJdPdrwoV5VytlUew/e4rQhc_kICEnCUq4foEQbjrZBV7RfbO8M4Jg6jhadHY),1968.005.XXX.PiDuF-Photo2015 (5).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/MYCjmuObyBE-aG80TPboSA/ZjVI4tBKaNGvPmwHZlFkaEThHVD9kLduhqg7sQD2R4h1QsafUNixNCWci0SVRuQrrBWs3Usj4Lo97hEbEbEUNw/mw9bpUg-6LOChq43ZHGXhVtM2otW0uy-bbBeeuAe8WM),1968.005.XXX.PiDuF-Photo2015 (4).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/W6y1AH4Ent4UX1Crd84M-Q/QRP9URFtAJzgTdl5wvfrOnz3GlVIW_qbsarMi5rnTIhNirduqToVSBHd03ubQiRBHaJQLpVCnJTf5pphkwIvGA/wSIQl4jT1fF1OAruSYkb70ujJdQJHEnf03SYC3i127Y),1968.005.XXX.PiDuF-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/DWNwgCkyWPX4sgASjxEHTQ/LoluFZtvCfI3tkaOsoDKI0u-6pcrLwWJ48A3GvNUI7fSEXnHd0hI0lLIGj3pt-oWzUcYTgv0WC2DUMevY37CCw/QFwd0bBzTGstxkq8YSg4yFn2pue7F6c4bI5FnUV2SXU),1968.005.XXX.PiDuF-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/LWn3tKnh-SLVrHD3HZwiAQ/Uayrt5QZ8Y-woOXv6R9jPC9sAUUn1ZcXVkY52s1fxMTDaO_ylP2NtV6023RvhZU0qYvtVwNmd_S0TGUP069GOw/yp39r32O_KJPIvmqyvVMBQ7pC3BpN4eUSIZWGLyaVZk)",,,6 ft. x 25 ft. 6 in. x 17 in.,Male,,,checked,,,,,13,Orangeville,Claremont/Armistead,6326,,Condition assessment (1991),Base concrete cracking/ top coat peeling/ very dirty,,11/20/2019 10:10am
1968.006.XXX.JoFer,Number 9,1968,5100 Falls Road,,39.355354,-76.645917,Cross Keys Shopping Center,,John D. Ferguson,Sculpture,,Private Property,,,,,,,,Baltimore,MD,21210,,,steel,,,,,34 x 61 x 50 in.,Male,,,checked,,,,,6,Cross Keys,Greater Roland Pk/Poplar,1278,,Condition assessment (1991),"bushes and weeds enclosing sculpture, repainted without proper preparation and blistered areas, very dirty",,
1968.002.XXX.ECBou,The What Knot - 'Linear Growth Structure',1968,1530 N. Bentalou Street,,39.306085,-76.654170,Easterwood Park Recreation Center,Easterwood Park Recreation Center,E. Clifton Boudman,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Front lawn,,painted steel,,,,,11 ft. 2 in. x 4 ft. 8 in. x 4 ft. 8 in.,Male,,,checked,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,9782,,Condition assessment (1991),"wear and tear from climbing, corrosion of weilds at the center of the piece, two of the weilds have holes contributung to instability, cement foundation has shifted with the ground, this piece is a priority for conservation due to dangers of children climbing the unstable piece",,5/15/2019 4:05pm
1968.013.XXX.TyStr,turtle,1968,2921 Stranden Road,,39.2543575,-76.6442196,Lakeland ES,Lakeland ES,Tylden Westcott Streett,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21230,Exterior,Outdoor,stainless steel,,,,,,Male,,,,,,,,10,Lakeland,Westport/Mt Winans/Lakeland,9947,,,,,8/21/2020 9:04pm
1968.003.XXX.NoCar,Unknown,1968,1530 N. Bentalou Street,,39.3054414463286,-76.6539240445626,Easterwood Park Recreation Center,Easterwood Park Recreation Center,Norman Kenneth Carlberg,Sculpture,,Mayor & City Council,Baltimore City Department of Recreation & Parks,,,,,,,Baltimore,MD,21216,Exterior,Outdoor,painted steel tubing,,,,,,Male,,,,,,,,7,Coppin Heights/Ash-Co-East,Greater Rosemont,2556,,,,,5/15/2019 4:05pm
1968.016.XXX.PiDuF,Unknown,1968,2000 Cecil Avenue,,39.313101,-76.605410,Cecil ES,Cecil ES,Pierre du Fayette,Relief,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,,Exterior,Outdoor,wall relief,,,,,,Male,,,,,,,,12,East Baltimore Midway,Midway/Coldstream,3726,,,,,5/15/2019 4:32pm
1968.001.XXX.RoBec,Unknown,1968,30 S. Gilmore Street,,39.2868658,-76.644851,Steuart Hill ES,Steuart Hill ES,Ronald Beckman,,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,21223,Interior,Indoor,plaques,,,,,,Male,,,,,,,,9,Union Square,Southwest Baltimore,5380,,,,,5/15/2019 4:32pm
1968.011.XXX.BePer,Unknown,1968,200 S. Linwood Avenue,,39.2888729,-76.5793917,Dominic Mimi Dipietro Ice Rink,Dominic Mimi Dipietro Ice Rink,Bernard S. Perlman,Mosaic,,Private Property,,,,,,,,Baltimore,MD,21231,Exterior,Outdoor,ceramic tile,,,,,,Male,,,,,,,,1,Patterson Park,Canton,9772,,,,,5/15/2019 4:10pm
1968.010.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,39.2981952,-76.6946723,Rognel Heights ES,Rognel Heights ES,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Exterior,Outdoor,weathering steel,,,,,,Male,,,checked,,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,1002,,Condition assessment (1991),"Rust and wall staining, rusted chain slung over one element, rusted brackets",,5/15/2019 4:32pm
1968.009.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,39.2981952,-76.6946723,Rognel Heights ES,Rognel Heights ES,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Cafeteria wall exterior,Outdoor,weathering steel,,,,,,Male,,,checked,,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,2897,,Condition assessment (1991),"good, bird guano, trees covering view",,5/15/2019 4:32pm
1968.012.PfA.JeRus,Unknown,1968,4633 Furley Avenue,,39.3284727,-76.5547821,Furley ES,Furley ES,Jean Taylor Russum [Bosley],Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21213,Top of building,,cast stone,,"1968.012.PfA.JeRus-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/WKi9COIoz5h4fIeZZ3y4zw/rDoCU3ll7xT5OSVOT8bSClvv2vYR5_-sW4JywQTiDS6n65ewNDoJD-6wjnZtbwrE4-WkgixLkBpI_DCk43Dj6A/hIoJGmkQV9LuS8m8BM5JUUSJ4Fj_ZJMmYo5M1ca-Epg),1968.012.PfA.JeRus-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/fhPvbHii96QTt3_CR8ZI3w/O3JMZYitgzYxStBzrKWLPvjOBKF1v_GkgqrjbMCsebooOWqFOR6jyDeaq8OhG_HfJyPGZ1JJmN-xzcZz3XGqhQ/RIiXjhFJul_6ejpM8g39-pHe6WtxmhLt54uD_IuzclU),1968.012.PfA.JeRus-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/g0OwSk-RS6ZvFvDgLKsP8A/4Zqc51vo-NJr9NqDvCvtJytXwojHuYp5GUW8jd_ekf__MSFbyXnTdR6y-3FJK0N--Ixi2Oge2vU6qsOqYUnfwg/tK9YZPvfFwd6J9PeaM8VZIHA732I3pOKuC6LDvU3x9Y)",,,,Female,,,checked,,,,,2,Frankford,Cedonia/Frankford,6126,,Condition assessment (1991),"good, black crust beginning to form",,9/21/2019 12:12pm
1968.007.PfA.ReKra,Unknown,1968,201 N. Bend Road,,39.284792,-76.7054989,West Baltimore Middle School (Formerly Rock Glen Jr. HS),West Baltimore Middle School (Formerly Rock Glen Jr. HS),Reuben Robert Kramer,Sculpture,,Mayor & City Council,,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Interior,Indoor,bronze,,1968.007.PfA.ReKra-Photo2015.JPG (https://v5.airtableusercontent.com/v1/11/11/1670004000000/DmDBbd2AdJiBSyeL7nib1A/EaVBEMqbDvwA7oKWIVtNvwuBSQZekJTuGURZKb-M8CU1kJXmwVR_weaIJ323vun25S7QWNe1bdva9FgxlWOgTg/sCEkP5F4tQqYyKqKPor_lNHVPMJeZQnORFUxCt1gbBk),,,,Male,,,,,,,,8,Westgate,Beechfield/Ten Hills/West Hills,8757,,,,,5/15/2019 4:32pm
1968.008.PfA.WiLei,Unknown,1968,4300 Sidehill Road,,39.297732,-76.6949457,Rognel Heights ES,Rognel Heights ES,William Leizman,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21229,Over entrance facade facing Wicklow/ Rec Center,Outdoor,weathering steel,,"1968.008.PfA.WiLei-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ODjolHHm36sr2UWvx18dkQ/-083nHzugRNy0qZQOiIcU_qtenX26OGmVbV5pOOaDWEfBE8b92Ys2TJR5rNqUJMK9zoRDLgdAq9ricSrpCEMKA/XGcbH1vw_wtad4y5pAfs6nDLFNKhqtbFZlVeu2KUB3A),1968.008.PfA.WiLei-Photo2015 (3).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/rI05DwWy9uJ2C6gKTd5Bmw/uRGG3JGl0skOiZeRR8E7GtYl5YB6OJu-54DLZ5iRjU2T2DnVlq-loV1EerNFwVrgvjaKLmM7A2ZUo1KDhIxf3Q/jhjq_6U1E0gfXSZKg3HDQU_OwSPJbDBnLCN80iY4RJg),1968.008.PfA.WiLei-Photo2015 (2).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/izFVmDlONI4KwJYF5DCgNw/1jg0GEH_WV0-DD466hg0GPtFicxvHFRCf7PQoNBnmK7Ife20FPEKwlL71j15swyLaD38iNLVvHdpbUCMNNgmlQ/NWn824LP2QQmf3nvfCNAZL6_griZeRfmkfoVedUpl7M)",,,,Male,,,,,,,,8,Hunting Ridge,Beechfield/Ten Hills/West Hills,4659,,,,,8/21/2020 9:22pm
1968.004.PfA.PiDuF,Untitled,1968,2000 Cecil Avenue,,39.3133834,-76.6083572,Cecil ES,Cecil ES,Pierre du Fayette,Sculpture,,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21218,Interior; entrance wall,Indoor,stainless steel,,"1968.004.PfA.PiDuF-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/yYth7eXUqd16QB1JukfHTA/pJ5HEBVxk4tB0DjdiiIYnirkbtYSmIPp2EN9Qs4Prhh68EQtuMX0F3c0AF3RfblIIz0xA3HrXVlqy1VS_bo48g/Z0a2gc5C-SyZ91DqTHQRZ38u0RWB3WIphVPkeRlgBbM),1968.004.PfA.PiDuF-Photo2015 (6).jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/ijosY9VN-ruyfAPon_dV9g/MYZDHRdB2yjJQdivWAD0FPkFRCzy-PRh9xlOKUXkxB35iFxZBQ_ipCYia0mNengbJZuHeaigHKrjirHYOC5ETQ/YG5ceOyVauYCaFDuOprB2H2OSgLEXhzbj8IzZVsySR8)",,,,Male,,,checked,,,,,12,East Baltimore Midway,Midway/Coldstream,1029,,Condition assessment (1991),"missing/broken parts, birds living in and behind, nesting materials, guano, and other debris from birds, much of the 'blobs' of epoxy have disappeared leaving imprints on stainless steel, visual integrity of this piece has been destroyed",,5/15/2019 4:32pm
1968.015.PfA.PeVan,Untitled,1968,2777 Presstman Street,,39.304769,-76.6629347,Rosemont ES,Rosemont ES,Peter van Rossum,Relief,damaged/irreparable,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",Percent for Public Art (BOPA),,,,,Baltimore,MD,21217,Building facade,Outdoor,stone aggregate,,1968.015.PfA.PeVan-Photo2015.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/RAAZ3IYQ564S2WNiz1sU-g/alOmH3kWDWxwEolewIrgd9xcfbAuiRmfLKeseADDeI_scrth6fcHQKQzsUhG_zMGhkfjRSDza23l1b_7wF5M1Q/Tere8kY-iY-GIXwZ8I93BLyP5kMiaWkywFh5-tBtkgQ),,,,Male,,,checked,,,,,9,Northwest Community Action,Greater Rosemont,2333,,Condition assessment (1991),completely destroyed - covered by stucco,,10/3/2022 1:43pm
1967.013.XXX.AlCal,Four Dishes,1967,10 Art Museum Drive,,39.3258805,-76.6218244,The Wurtzburger Sculpture Garden,Baltimore Museum of Art,Alexander Calder,Sculpture,,Mayor & City Council,,Baltimore Museum of Art,,,,,,Baltimore,MD,21218,,Outdoor,,,,,,,Male,,,,,,,node/9173308426,14,Johns Hopkins Homewood,Greater Charles Vill./Barclay,3368,,,,,11/12/2021 10:45pm
1967.004.XXX.DmHad,Helios,1967,20 S. Charles Street,,39.2883241,-76.6161311,Sun Life Building,,Dmitri Hadzi,Sculpture,in place (check),Private Property,,,,,,,,Baltimore,MD,21201,Hangs in lobby,Indoor,bronze,,"470d_Hadzi D_1967.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/y3yFnc-nsMVI2y5dcPvVBA/QbQv6eukVtADqA254ImYy0BYbyuXPmfuLrKH7v-TmZ0Gpr9eL6Z54VS-BtzHBbNG/FQZzmED6W6-xggAY_jDVKd6fyy4l9-NiTRubRX6Xvr4),470c_Hadzi D_1967.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/IjH1jls-o1fr6xDs2WHKlA/Eezx5sqlfvYVKA_P_fFTnTa8EkONZnA0EcUViHZgeYj9mN6tisax_IDAxR67cxTL/pfqWoTCfkfuuq63zqvCwBG8s-ZEzheww2IyMbzrM_ao),470b_Hadzi D_1967.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/Y5wYD0Pp2TB8V1948Zd2vA/JwWZfohS2aHQrQpG3G4Ii3DJU_FmiWiOiCdI1Tm8zVaG0qC0AGtjrhamtZ2kcc64/DnHjXzwXasqSrnxCTZlYTf2adHb2jgB-occhNhc1fEM),470a_Hadzi D_1967.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/yNWCEoiofxWIN0udZWn_wg/qirqR-Xs6gorpSQnOOdoCQv0g_XT8cxfGjnZYV3oioBhEsh2RATRu7LoVr7kW79e/9GcC2oBTDgU2xOE4rry5zDkQxYLPzS_wIL_jFOl5G5g),470_Hadzi D_1967.jpg (https://v5.airtableusercontent.com/v1/11/11/1670004000000/bL3ssLHvEvUun2auhq2usw/_5-Zv09V-EaDh4NIC49Anqw7k8loZEpYObPsCsPEGvD7t_KbCtCgICQmN5ZMVczp/bNMJxrFHdEykET9apqMXifmYyVJBaNXiGTa7HTQ42VQ)",,,,Male,,,,,,,,11,Downtown,Downtown/Seton Hill,3254,,,,,7/18/2019 4:31pm
